ITEM: TIMESTEP
1
ITEM: NUMBER OF ATOMS
1372
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 1.1757173339677550e+01
0.0000000000000000e+00 1.1757173339677550e+01
0.0000000000000000e+00 1.1757173339677550e+01
ITEM: ATOMS id vx vy vz 
682 -0.384565 -0.0613334 0.515645 
683 0.430198 0.291248 1.29544 
684 -1.58038 0.818239 -0.0196875 
685 0.420989 2.17328 -1.36399 
686 -0.165589 -1.20486 -0.620927 
687 -0.401349 1.02633 1.66592 
688 1.42546 1.81517 -2.92001 
689 -1.91584 1.64135 -1.72384 
690 0.182886 1.41106 0.0196249 
691 1.33809 -0.14153 0.490608 
692 -1.82795 -0.981628 0.378418 
693 3.16694 0.14071 1.41108 
694 0.971956 0.607658 -1.25325 
695 1.30947 -1.02828 0.277655 
696 0.431259 -0.514672 -0.662786 
697 0.66828 0.559259 -0.684108 
698 1.08968 -1.51939 -0.593516 
699 -0.247753 -0.410444 -1.32013 
700 1.26725 0.765456 -0.846607 
701 0.201513 0.27885 0.616318 
702 -1.47359 2.68294 -1.11671 
703 2.30412 -0.807957 -0.133099 
704 -0.00675195 -0.488571 1.20313 
705 1.23097 1.15155 -0.406255 
706 -0.670732 -0.722444 1.70301 
707 -0.361434 0.369569 -0.187029 
708 -2.94208 0.717659 -1.56223 
709 -0.196388 1.28886 -0.282611 
710 -1.47489 -0.57397 2.45044 
711 1.28198 -0.675878 2.10784 
712 0.17771 0.743761 -0.231907 
713 1.69331 1.02282 -0.61905 
714 1.74226 0.590143 -0.779139 
715 -0.867428 0.986274 1.2109 
716 -3.91559 0.913225 -0.753581 
717 1.86027 -0.791272 0.274314 
718 0.639044 0.480992 1.00253 
719 2.09151 -2.86878 2.07455 
720 -0.105035 0.769529 -1.73083 
721 -2.95297 1.95288 1.2941 
722 -1.11732 1.20286 1.43369 
723 0.697439 -0.686067 -0.269946 
724 -1.12508 -0.982347 -0.718225 
725 1.33452 -0.124562 -0.453337 
726 -0.358103 -0.657264 1.43984 
727 0.77546 -0.499286 -0.318583 
728 0.682617 -1.43819 1.33536 
729 -2.70377 2.19115 2.10294 
730 2.29078 -1.82218 -1.21953 
731 0.596997 0.182251 -2.27441 
732 -0.685246 -0.0886723 -0.280522 
733 -0.379992 0.144644 0.915338 
734 -0.731743 0.8531 -1.33647 
735 1.14551 -0.158308 0.0010602 
736 1.59533 -1.45436 0.542279 
737 -0.258363 0.0744773 -0.500947 
738 0.996626 -0.636617 0.30049 
739 0.927499 -0.715537 -0.716123 
740 -2.48992 1.56124 0.79384 
741 -1.51062 0.453621 0.893686 
742 0.490976 -0.92582 0.693351 
743 -1.28755 0.560249 -1.38891 
744 -0.422066 1.10524 0.289717 
745 -0.439118 0.682303 -1.16105 
746 -0.0797891 -0.209266 -1.17485 
747 0.966597 1.83921 -1.92052 
748 0.285676 0.864205 -1.9476 
749 -0.668085 -0.0947341 1.22791 
750 -0.424865 0.291651 -0.836207 
751 -0.696796 0.964944 0.260119 
752 -0.439934 -0.333353 -1.90123 
753 -0.867443 0.700491 0.388624 
754 1.73753 -1.20815 -1.32703 
755 0.362315 -0.492448 -0.513028 
756 -0.847149 1.17406 -1.95331 
757 -1.90614 0.669273 -1.97058 
758 -0.373995 2.17996 -0.628044 
759 -0.866035 0.236175 -0.327527 
760 0.84868 -2.45777 -1.28182 
761 -1.29062 0.951541 -2.16867 
762 1.39075 -0.0495253 0.0471862 
763 -0.156214 -0.236825 0.745874 
764 0.108889 -0.458625 -1.71488 
765 -1.75654 -0.655123 0.280877 
766 -0.268084 -1.87525 -0.933828 
767 1.95689 -1.68041 -2.96332 
768 -1.2776 2.24119 -1.43449 
769 -1.73603 -1.26372 0.488088 
770 0.142043 1.15468 -0.138916 
771 1.4046 1.08231 0.35207 
772 0.870352 -0.536371 -1.06569 
773 -0.0577716 -3.56293 -2.18623 
774 0.516645 -2.67759 -0.441353 
775 -1.11439 1.02372 0.355909 
776 0.739642 -0.287841 0.906904 
777 -1.34893 1.49962 -0.478283 
778 0.483925 -0.752049 -0.29633 
779 -2.15166 -0.382449 -1.26909 
780 -0.478836 -0.459772 0.111942 
781 0.254199 -0.286729 -1.07875 
782 1.18147 -2.05563 1.50948 
783 -2.47082 -1.29737 -0.991696 
784 1.86095 -0.673545 -0.848568 
785 -1.03446 0.22852 1.14978 
786 1.79171 1.91602 0.706874 
787 1.02032 1.45317 -1.45698 
788 0.670518 1.07286 1.57524 
789 1.69762 0.159979 2.07761 
790 -0.523763 2.22527 -0.367764 
791 -0.939957 -1.8952 -0.0659731 
792 1.63323 -0.446815 -0.179736 
793 0.416353 -0.397656 -1.30591 
794 -0.389562 -1.24686 -0.202954 
795 -0.200413 -1.12142 -1.10962 
796 1.16826 0.994262 0.978236 
797 1.72349 -1.46627 -1.27793 
798 0.676721 0.515759 0.429651 
799 1.43017 -3.15765 0.395692 
800 1.40318 -1.81785 2.00264 
801 0.686111 0.798783 1.20183 
802 1.39777 0.507705 0.330102 
803 0.163144 -0.304539 -2.34297 
804 2.17497 -0.129128 -0.194238 
805 -0.574622 0.793919 -0.451549 
806 -0.94969 2.35267 0.820226 
807 2.28129 0.363959 0.936126 
808 -2.4392 -0.372639 -0.312777 
809 0.130849 0.0776831 1.33483 
810 1.51183 0.556137 0.775952 
811 -2.71713 1.59513 1.20327 
812 0.215774 0.633184 0.77784 
813 -0.289213 0.341949 -2.49808 
814 -1.32559 0.843085 0.170932 
815 0.714432 3.28463 0.321497 
816 -1.21537 -0.253523 0.63114 
817 -0.198533 -0.983713 0.430794 
818 0.607027 0.786387 1.25432 
819 -1.30069 -0.933276 -1.50789 
820 0.0622255 2.01383 0.527624 
821 2.14397 1.31753 0.150993 
822 -0.207616 -0.314711 -1.22323 
823 -1.54998 0.624596 -0.393846 
824 -0.517202 0.14356 0.0888503 
825 0.0588131 1.04499 -0.731733 
826 -0.573197 2.54341 -0.757833 
827 -1.86335 0.0812371 2.06038 
828 -0.23895 0.621549 0.127548 
829 1.63272 -0.833706 0.344616 
830 -0.660554 -0.0969901 -0.0877403 
831 0.400683 1.80998 -0.459979 
832 -0.0367613 -0.251874 0.534513 
833 0.202908 -1.76424 1.33523 
834 0.0947885 -1.76046 0.444988 
835 2.02442 -0.719646 -1.1857 
836 -0.58626 1.65145 -1.19553 
837 0.723931 1.0745 0.781838 
838 0.994221 0.74873 0.365645 
839 1.17098 -1.03312 0.0520384 
840 2.40941 0.0563119 -0.205119 
841 -1.61303 -0.101302 0.381206 
842 -1.6072 -0.524278 1.60717 
843 -0.78628 0.296711 -0.0787256 
844 -1.06323 0.444156 -1.74385 
845 0.354662 -1.34002 0.156505 
846 0.383845 1.65925 -0.877967 
847 1.32334 1.50857 3.04022 
848 -1.35494 -1.25418 1.02433 
849 0.605993 0.704609 0.789074 
850 -1.15221 -0.667288 1.37326 
851 0.285521 -0.891468 1.22229 
852 0.332416 -2.63471 0.212431 
853 -1.22231 -1.5403 -0.482867 
854 0.340289 0.758156 2.04049 
855 1.12042 -0.732089 -0.675193 
856 -0.0122006 -0.453969 -0.479699 
857 -1.49213 -1.27492 -0.956505 
858 -0.752282 -1.5942 0.23644 
859 -1.1156 -2.35564 -1.8982 
860 1.50493 -0.35053 -1.46535 
861 -2.05785 -2.18652 -0.523906 
862 0.0680202 -0.138353 -0.25404 
863 0.710592 -1.08994 -1.15008 
864 0.508884 0.500991 -1.08821 
865 -1.0907 -1.34821 -1.69794 
866 -1.70437 -0.306379 1.31266 
867 0.255085 -0.923896 -0.985853 
868 -0.44734 -0.0912352 0.557903 
869 -0.616538 -0.0707771 -0.653631 
870 -1.43977 0.438199 -0.217036 
871 -1.58388 0.88252 -0.913016 
872 -0.716144 1.28681 -0.305611 
873 1.33129 -0.654704 -0.63287 
874 1.41946 -0.131373 -0.940053 
875 -1.07068 -1.02359 -2.13301 
876 0.969833 1.15607 1.20475 
877 2.23526 -0.170895 0.371306 
878 0.990727 0.82694 -0.170666 
879 -0.0642942 2.75847 1.22222 
880 -0.109104 -0.492511 -0.703635 
881 -0.635302 0.153426 -1.58316 
882 1.00621 -0.205952 1.49051 
883 -0.842091 1.28751 0.337861 
884 1.25625 -0.884895 1.14358 
885 0.381168 -0.19576 -0.0714333 
886 1.69575 0.963984 -0.740662 
887 -1.48559 -1.33601 2.16262 
888 0.953458 0.144547 -1.69452 
889 -0.981044 0.0158646 3.11298 
890 0.175305 0.385928 0.77693 
891 -0.0131151 1.45605 0.589152 
892 -1.25207 -1.23799 0.362592 
893 -0.529671 -0.00797013 -1.14913 
894 -0.403532 1.334 -0.35235 
895 0.201994 -2.11456 -0.869147 
896 -1.22637 -0.209947 -1.27019 
897 -0.22964 -0.158005 2.20742 
898 -0.0682388 -1.55036 2.68991 
899 -0.234682 -1.22401 0.702518 
900 0.689249 -0.612862 0.759282 
901 -1.89833 -0.231544 -1.44102 
902 0.0549721 0.58971 1.52947 
903 -0.533677 -0.651385 0.755754 
904 -1.65956 -0.109071 -0.0433601 
905 1.204 -1.48928 -0.202279 
906 1.55674 -3.31814 0.0481484 
907 1.14436 1.8925 2.46293 
908 -1.30115 -1.13511 0.51333 
909 -0.4814 0.0319281 0.308077 
910 -0.334985 -0.615469 0.516771 
911 0.198278 -0.906465 0.193044 
912 1.58083 -1.65223 1.04876 
913 1.81901 0.0613822 -0.528264 
914 -0.223211 -0.229139 0.21321 
915 -0.543605 -1.42695 0.868949 
916 -1.97907 -1.22909 2.76502 
917 1.13834 -0.431443 0.370602 
918 -0.815446 0.138042 -0.274699 
919 -0.0935668 -0.328715 -1.49657 
920 1.60817 2.75026 -0.254126 
921 -0.198723 -0.0384 0.115868 
922 1.59489 -2.46697 -0.626534 
923 -0.186327 1.72726 1.80607 
924 0.225215 -0.317304 0.949568 
925 -1.32241 -0.693951 0.511799 
926 0.614607 -0.0598573 1.61727 
927 0.451219 0.221493 -0.462851 
928 0.0325528 -1.304 1.18082 
929 0.919328 -0.903888 -1.35251 
930 -1.50423 0.599932 2.05869 
931 0.576895 0.175702 -0.73736 
932 1.98644 3.22107 1.76831 
933 -1.60427 -0.91823 -0.539461 
934 0.627577 -0.555961 -0.809038 
935 0.860009 -0.770173 0.57074 
936 0.679711 0.391751 2.54593 
937 0.334536 0.534441 -1.39658 
938 -0.35675 1.24121 -0.759395 
939 -0.989769 -0.415892 -0.759295 
940 -0.236201 0.762214 0.844989 
941 -0.270246 0.372288 0.17536 
942 -0.941554 0.381934 1.4349 
943 -1.42472 0.660693 0.000300214 
944 -0.438083 -0.31924 0.296208 
945 2.15683 -0.267132 -0.420854 
946 0.659799 -1.05247 0.449826 
947 -0.6524 0.820996 -1.78163 
948 -1.12354 -1.0931 -0.489534 
949 -0.0822459 -0.615622 0.498585 
950 -1.06239 1.56146 0.771271 
951 0.90787 1.8778 -1.24701 
952 -0.741835 0.680143 -0.837426 
953 -1.26041 -0.50938 1.67614 
954 -0.404155 -0.69972 0.314596 
955 -0.998623 -0.118922 1.45103 
956 -0.300886 -0.993151 0.965313 
957 -0.333137 0.0155648 1.10781 
958 0.827752 0.274071 0.664553 
959 -1.45627 -0.399537 -0.291554 
960 2.16765 -1.36248 0.67723 
961 0.954133 0.483108 -1.30119 
962 -1.4385 0.743248 -1.76305 
963 2.49023 0.283564 -0.0167547 
964 -1.698 1.34694 2.06996 
965 2.93921 -0.385269 -1.19663 
966 0.938265 1.81114 1.05423 
967 -0.728454 -1.53149 -0.00572392 
968 -1.60124 0.465297 -0.264886 
969 1.895 -0.461556 1.68708 
970 -0.47744 -0.760868 1.10081 
971 1.57362 1.23635 0.538101 
972 2.28279 -0.760577 -1.28089 
973 -0.297031 -0.447452 -0.113237 
974 -0.0973838 -0.605053 0.0176205 
975 -1.35855 -0.631928 -1.63631 
976 -0.0393053 0.241369 1.78585 
977 0.918044 -1.41855 0.586067 
978 1.11968 1.16517 1.07967 
979 0.00491054 -0.139162 0.888617 
980 -0.244226 -1.29095 0.0899027 
981 -0.171526 -1.83651 -0.566256 
982 0.283303 0.122278 -1.11438 
983 -2.15073 0.717776 -1.00854 
984 -0.121436 -2.67072 -1.22758 
985 -0.721735 -1.08436 -1.28209 
986 2.25136 1.24333 -0.829684 
987 -2.21078 -1.45828 -0.0912353 
988 -1.99211 0.655002 -0.064504 
989 2.17085 -1.72425 0.18641 
990 -0.350897 0.831439 -0.0952871 
991 1.08242 -0.363382 1.89777 
992 -0.276215 -0.234177 1.62329 
993 0.393232 -0.118243 -0.981372 
994 -1.26487 -1.10451 -1.36179 
995 -0.333003 -1.17552 -0.13389 
996 0.500359 -0.626185 0.216527 
997 0.0320823 0.121187 -0.808646 
998 0.197478 0.326517 -1.15715 
999 -0.705559 -0.242133 1.22776 
1000 0.38501 -0.911109 -0.20986 
1001 -0.723273 1.71408 -1.1609 
1002 -0.0291868 1.89506 -0.644907 
1003 -0.588845 2.31942 -1.43414 
1004 -1.76445 2.24089 1.09759 
1005 -0.0196115 -1.97967 0.2321 
1006 -0.0409602 1.3555 -0.348005 
1007 -0.111286 0.54197 1.74594 
1008 -0.255295 -0.974674 -1.70935 
1009 -0.00907986 0.121524 -0.0160138 
1010 -2.27237 1.55525 -0.158606 
1011 -0.232582 -0.0429872 0.237033 
1012 -2.04461 2.19536 -0.435833 
1013 0.728073 -0.358954 0.627695 
1014 0.694905 0.191323 -0.276402 
1015 1.93915 0.344073 -3.0373 
1016 0.228367 0.367961 -1.29867 
1017 -0.20524 0.668298 -0.446277 
1018 -1.69538 -0.544681 -0.571736 
1019 0.671559 -1.57624 -0.0761861 
1020 0.00287481 -0.253078 1.51636 
1021 -2.0636 1.60586 -0.693178 
1022 -1.27937 0.177457 0.624744 
1023 0.116824 -0.664687 0.359782 
1024 0.877778 -0.0826758 -0.103943 
1025 0.647817 -1.06467 0.643676 
1026 -2.17061 1.48257 1.39985 
1027 0.510171 0.428478 -0.586044 
1028 0.629818 -0.352048 -0.497256 
1029 -1.49377 -0.0849945 0.198014 
1030 1.75886 1.19703 0.598412 
1031 -1.51932 -0.524284 -1.99886 
1032 1.24189 0.0668605 -0.939231 
1033 0.932831 -0.840864 -1.15394 
1034 0.806864 -1.84076 -1.1991 
1035 -1.16497 -1.90079 1.11964 
1036 -0.133787 -1.00088 -0.943792 
1037 0.0906559 -0.377688 -0.4884 
1038 -2.2629 -0.483579 -1.79578 
1039 0.345492 1.01285 -0.782082 
1040 1.8018 0.646695 1.99591 
1041 -0.718357 1.26082 -0.783922 
1042 -0.185602 0.154282 -1.68722 
1043 1.09475 0.615156 -1.48695 
1044 0.0430541 0.938038 -2.13741 
1045 -0.279756 0.839648 0.848647 
1046 1.02601 -2.54923 -0.74558 
1047 0.390737 -0.0699041 -0.660785 
1048 0.885686 0.531361 0.469009 
1049 -0.839328 0.625518 0.863707 
1050 1.01037 -1.5369 0.47249 
1051 -0.337396 1.5533 0.841351 
1052 -1.87737 0.749004 1.12384 
1053 1.81943 -1.55211 0.683235 
1054 -0.673426 0.550865 -0.0712054 
1055 1.29333 -1.21369 -0.158637 
1056 0.862569 -0.713334 0.377272 
1057 0.579611 0.264619 0.0366661 
1058 0.165653 -0.495343 -1.83378 
1059 -0.659452 1.76225 -0.46538 
1060 -1.88329 -1.22315 -1.57286 
1061 2.15932 -1.7816 0.325136 
1062 -0.0555951 -1.12433 -0.279594 
1063 2.13776 1.13672 0.873363 
1064 -0.705554 -0.624922 -0.0933053 
1065 -1.20499 1.79686 3.49645 
1066 0.521196 -1.0017 -0.844943 
1067 0.654294 -2.55975 -2.62376 
1068 -0.0260385 0.939858 -0.433353 
1069 -0.44055 -0.460789 -0.580873 
1070 -1.66996 0.746783 0.638251 
1071 -0.0904995 0.456035 1.41284 
1072 0.575857 0.601019 -1.31245 
1073 -0.994929 -1.89925 0.843296 
1074 -0.401573 -0.319472 -0.0163367 
1075 -0.973272 -1.3624 1.15517 
1076 1.73551 1.1035 0.334629 
1077 0.212478 0.175048 -1.36149 
1078 -2.30485 0.185507 -1.35221 
1079 0.335276 0.299947 1.08006 
1080 -0.117207 1.58276 -0.917925 
1081 0.0750801 1.19184 -2.10404 
1082 2.8355 0.703915 1.02613 
1083 0.304273 1.54038 0.682766 
1084 2.50263 0.403813 -1.82051 
1085 -1.66445 0.685066 -0.959982 
1086 -0.349743 1.31154 -1.02892 
1087 2.01408 0.0377697 1.08558 
1088 0.225159 0.233572 1.41063 
1089 -0.241492 -0.663267 -0.560202 
1090 -0.0235624 2.02231 1.86 
1091 -0.311936 0.984151 -1.00252 
1092 -0.80079 -0.212899 0.160359 
1093 -0.925107 0.374418 0.126369 
1094 -0.411654 -0.211272 0.0984638 
1095 -1.56116 -0.283288 0.943118 
1096 -2.20049 1.18487 -0.737963 
1097 -0.167174 -0.158777 0.838901 
1098 -0.408625 -0.725888 0.0798978 
1099 -2.04532 -2.66448 -1.34231 
1100 0.887384 1.79957 -1.97392 
1101 0.32684 -0.637918 -2.69726 
1102 1.99887 -0.532271 0.2237 
1103 0.812274 -0.493755 -2.21293 
1104 0.783676 0.237197 1.25098 
1105 0.135386 0.439358 -1.53364 
1106 0.368725 0.482554 1.21307 
1107 0.398106 0.593475 1.08308 
1108 -0.599158 -1.47148 1.99068 
1109 0.514023 0.860743 -1.53701 
1110 0.964609 -0.0353243 -0.302257 
1111 0.587484 3.01663 0.484733 
1112 0.16442 0.253809 0.345502 
1113 0.985501 -1.83471 0.424533 
1114 -0.494239 -1.28255 -0.834081 
1115 1.09167 -0.728236 1.22432 
1116 -2.34652 1.08477 0.918548 
1117 -0.099058 1.04349 0.187306 
1118 -0.460442 -0.222608 -0.821792 
1119 -0.184923 -0.221877 0.668454 
1120 1.44072 -0.860456 -1.80229 
1121 0.319858 -1.45142 -0.320983 
1122 0.507434 2.75891 2.16381 
1123 1.39609 -1.07775 0.481597 
1124 -1.61565 -0.963937 1.1379 
1125 0.232876 0.938061 -0.342556 
1126 0.575002 1.43273 0.0537645 
1127 -0.317763 0.218866 -2.32177 
1128 0.882774 0.359858 1.16882 
1129 2.76898 1.0373 -0.103822 
1130 0.192214 -0.887266 0.432333 
1131 -0.0162723 -2.55676 -0.487269 
1132 -0.675315 -0.483936 -0.0558172 
1133 -0.827242 -1.2438 0.165418 
1134 0.295115 -0.518699 -2.77315 
1135 -0.0451217 0.207653 1.07105 
1136 -0.263088 0.480301 1.35128 
1137 0.0220923 1.39572 -1.11235 
1138 0.706576 0.0782047 0.585804 
1139 0.0656876 -1.65886 0.0910591 
1140 -1.07823 -0.896495 0.873168 
1141 -0.172066 -0.39889 -1.42022 
1142 -0.21852 -0.604425 -1.41883 
1143 0.566838 -0.19445 -0.492815 
1144 -0.503649 -0.304044 0.0822261 
1145 0.215878 0.151858 -0.443207 
1146 0.19675 1.98136 0.928925 
1147 0.582265 -1.81229 -0.770635 
1148 0.367338 -1.95512 -0.285852 
1149 0.0496037 -2.08289 0.865409 
1150 1.02387 0.624921 1.70962 
1151 -2.52624 -0.387181 1.12827 
1152 0.942623 0.401089 -1.91401 
1153 0.57107 1.32383 -0.702389 
1154 0.0926922 -0.812635 0.274387 
1155 0.908262 0.754898 1.06289 
1156 0.878556 1.55229 -0.822324 
1157 -2.61263 -0.975339 -0.627164 
1158 -0.935544 1.74612 -0.345939 
1159 1.00494 -0.534489 -0.315688 
1160 -0.00833154 -0.647428 0.244941 
1161 1.28622 0.848783 -0.711055 
1162 0.368068 0.804983 -1.27268 
1163 -0.223552 0.585424 -0.0614828 
1164 -0.236521 0.675194 0.265833 
1165 0.644072 -0.931885 -1.48966 
1166 -0.569007 -1.45728 -0.882618 
1167 -0.307196 2.2146 0.737363 
1168 -0.211603 0.698782 0.526048 
1169 0.727056 -1.01982 0.984368 
1170 -0.70367 -1.40467 -1.05884 
1171 -0.457872 -0.275169 -1.5968 
1172 -1.92297 1.22483 0.31265 
1173 -1.61912 0.234609 -0.0630491 
1174 -1.22297 -0.154144 0.9989 
1175 -1.45037 0.960774 -0.474212 
1176 0.828671 0.439287 0.770396 
1177 1.67705 1.46794 0.411457 
1178 1.19297 -0.188128 -0.117913 
1179 -0.101768 0.789086 -0.18095 
1180 -1.18109 -1.01811 0.787744 
1181 -0.626522 -1.11941 0.770973 
1182 0.00186723 -0.53268 0.072635 
1183 -0.120572 2.31556 -1.4586 
1184 0.184767 0.0161189 1.22578 
1185 0.32228 -1.48916 -0.824379 
1186 2.17116 -0.0259103 0.684167 
1187 0.2053 -0.381985 0.43442 
1188 -1.38645 1.32269 0.0380349 
1189 1.26738 1.91737 -0.663919 
1190 0.672949 0.782248 0.515489 
1191 -1.63353 0.185036 -1.56707 
1192 1.08926 -1.6935 0.93967 
1193 0.344327 1.12816 1.0544 
1194 0.380305 -0.475017 0.177781 
1195 -1.76953 -1.50486 1.75474 
1196 1.40641 -0.0754798 2.36302 
1197 0.831054 0.582922 -0.183057 
1198 1.58123 1.46767 -0.810658 
1199 -0.971635 -1.36904 -0.72106 
1200 1.46912 -1.99285 -0.120876 
1201 -2.63315 1.77115 1.09491 
1202 0.909948 1.1377 -1.63689 
1203 0.729921 -0.653256 1.52258 
1204 -0.953342 0.838362 0.04285 
1205 1.04248 -1.32775 -0.0879428 
1206 0.00557227 -1.84654 -2.26507 
1207 -0.424605 1.84426 -2.48227 
1208 0.809568 0.640468 1.16327 
1209 -2.2024 1.53781 1.14511 
1210 0.684462 0.295054 -0.891827 
1211 1.2896 1.61883 0.644244 
1212 0.552138 1.35822 -0.202291 
1213 -1.97145 0.0918845 0.205336 
1214 -0.249812 2.82767 0.15769 
1215 1.23411 2.035 -1.05262 
1216 -0.277487 0.204818 0.17763 
1217 -0.986468 -1.33177 0.946415 
1218 0.550141 -1.32841 1.41158 
1219 0.777404 -0.415101 -2.31676 
1220 -1.37413 0.0120181 -1.17585 
1221 0.491917 2.93222 1.2286 
1222 -0.528094 -0.701497 -0.747824 
1223 0.126691 -2.8024 -1.13665 
1224 0.943534 -1.86076 1.6829 
1225 1.77617 0.5736 -1.01776 
1226 0.183855 -0.597525 0.910163 
1227 -2.31122 0.490932 1.22866 
1228 1.43431 0.119062 0.0479271 
1229 0.179515 -0.251414 1.07495 
1230 1.69275 0.857103 1.59129 
1231 1.32778 -0.772798 1.77754 
1232 1.1353 1.83704 -1.02092 
1233 0.845764 1.41211 1.62317 
1234 1.12997 -1.03351 0.90748 
1235 -0.692891 0.0139771 0.638263 
1236 0.285028 0.711384 1.09211 
1237 -1.16959 -0.290993 0.344971 
1238 0.208083 -0.642901 -1.57355 
1239 0.651757 1.74439 0.907587 
1240 -0.712733 -1.92637 -0.768349 
1241 0.831321 1.81614 -2.31278 
1242 0.159537 0.23371 -2.40828 
1243 -2.88584 0.414007 -0.173661 
1244 -1.04398 0.100663 -0.506846 
1245 -2.77804 -2.04255 2.36852 
1246 2.54336 -0.0128379 -1.13396 
1247 0.800455 -0.607559 -1.02927 
1248 0.148772 -1.41758 1.11671 
1249 0.134018 -0.162522 -0.442782 
1250 -0.836728 0.407999 -0.1219 
1251 -0.268382 0.618555 -0.87093 
1252 -0.502529 -0.696847 0.192846 
1253 -0.364051 0.874891 0.913912 
1254 -0.516885 1.55071 1.67569 
1255 0.111038 0.383512 -0.664065 
1256 -0.921995 0.883347 -0.41868 
1257 -1.33189 -0.56724 0.309382 
1258 -0.557681 -1.95251 0.255092 
1259 0.383516 -0.283434 1.39209 
1260 0.906871 0.373842 0.272255 
1261 0.548656 0.386368 1.23051 
1262 -1.55316 -0.377295 1.942 
1263 1.09008 -0.937584 0.59324 
1264 2.31186 -0.587183 0.907274 
1265 2.11608 0.908349 1.25178 
1266 -0.350659 0.888861 0.544446 
1267 2.21375 0.220724 0.402234 
1268 0.37335 -0.471571 0.295383 
1269 0.374875 -1.70995 -0.181405 
1270 -0.994616 -0.494004 0.268668 
1271 -2.12213 -2.41587 0.60176 
1272 0.775374 0.341804 1.64537 
1273 -0.203598 -0.608666 1.95081 
1274 0.433854 -1.01393 0.333017 
1275 -1.1877 -0.110134 1.26427 
1276 0.0639216 0.916639 0.769069 
1277 -1.55755 -0.45298 2.65705 
1278 -0.412751 1.81167 -0.367548 
1279 1.97875 -0.644376 0.9867 
1280 1.15007 0.359642 -1.20521 
1281 1.11171 -0.416084 0.527256 
1282 -0.772121 -1.66798 -1.1581 
1283 0.0510726 -0.74555 -0.870379 
1284 -0.198844 0.12776 0.130887 
1285 0.41871 0.572378 1.32716 
1286 0.0984722 2.08413 -0.668946 
1287 0.748962 0.807631 -1.01939 
1288 0.791928 -1.88377 0.492145 
1289 1.49875 -0.769596 -0.606536 
1290 -0.325185 1.44354 -0.791601 
1291 -1.32044 -0.497656 -1.65163 
1292 -1.74554 -1.07774 -1.27664 
1293 -0.959854 -0.862427 -0.807968 
1294 0.520664 -0.239873 0.895882 
1295 1.91568 1.12365 1.21755 
1296 1.25715 -0.130613 -0.343021 
1297 -0.702479 0.428359 -0.752108 
1298 -1.72042 0.0541686 1.06023 
1299 -1.10283 1.73651 -0.177669 
1300 -0.185846 -0.64843 -0.321385 
1301 -0.643962 -0.276765 0.706577 
1302 1.62439 1.20381 -1.09899 
1303 -1.56784 -0.476608 0.975151 
1304 -0.165285 -3.11481 -0.0907062 
1305 -0.372538 -1.17032 -0.835284 
1306 -0.187125 -0.592986 -1.49619 
1307 0.776446 -0.335626 0.336118 
1308 -0.280321 0.534691 2.07521 
1309 0.915553 0.990527 -0.970156 
1310 -1.20075 2.06499 -1.2382 
1311 -0.0495507 -2.41927 -0.532786 
1312 1.71079 0.199496 1.30432 
1313 -1.48945 0.389462 -0.330591 
1314 -0.530297 -0.539311 0.900401 
1315 1.62393 -0.392691 -0.724641 
1316 -0.303409 0.166135 -1.43101 
1317 -1.41234 -0.0361242 -0.589532 
1318 0.961429 -1.52096 0.216482 
1319 0.602158 -0.648374 1.09091 
1320 -0.955473 0.919986 1.14527 
1321 -0.498164 -0.276531 0.342269 
1322 0.49828 2.15398 -1.34764 
1323 -2.15301 0.712046 -0.476127 
1324 -0.287929 -0.825441 2.54267 
1325 0.162438 0.949976 1.91909 
1326 -0.619067 0.185572 -1.17088 
1327 1.25619 -0.216512 1.15353 
1328 0.569033 -0.0637418 -1.72382 
1329 0.090838 1.3455 1.64088 
1330 -1.09023 0.222986 -0.91542 
1331 1.2332 1.34299 1.78648 
1332 -0.0142378 -0.681935 -1.68377 
1333 -0.38472 -0.547092 1.32703 
1334 -1.47016 1.89263 1.39746 
1335 1.09001 0.361146 0.132257 
1336 -0.352907 1.61078 -0.906164 
1337 -0.853258 -1.92108 0.366148 
1338 1.17277 0.44662 -1.35299 
1339 -0.745155 0.564365 -0.74815 
1340 0.238899 0.916677 -0.583928 
1341 -0.948156 0.463287 -0.17883 
1342 -1.17157 0.227664 0.882272 
1343 1.65542 -0.337611 0.788089 
1344 0.509582 0.259777 -0.476902 
1345 0.750605 0.764964 -0.598723 
1346 2.59144 -0.00907606 -0.939007 
1347 1.51708 -1.13622 1.15271 
1348 -0.299766 -0.412349 0.559882 
1349 0.452812 -2.08107 -0.21121 
1350 -0.529942 -1.01414 0.69301 
1351 1.32121 -0.34832 -0.606097 
1352 0.927042 1.35974 1.06813 
1353 0.888612 -1.94554 -0.788669 
1354 -0.686781 1.27762 -0.32919 
1355 2.5195 -0.666295 0.876133 
1356 0.121177 -0.671312 -0.449533 
1357 0.322322 -1.26212 0.112433 
1358 -0.193836 -0.23021 -0.956953 
1359 0.500297 2.25851 -0.142811 
1360 -0.259542 -0.0761561 0.201997 
1361 -2.26951 1.63149 0.848523 
1362 -1.43932 0.855496 0.353966 
1363 0.738125 1.05433 0.825277 
1364 0.419264 -0.113991 -0.58573 
1365 -1.42996 1.43714 0.161894 
1366 -1.38208 0.114338 -1.36452 
